geneID	gnomAD_pLI	ExAc_pLI	LOEUF	ClinGene_HI	ClinGene_TI	DDD_HI	HI_bin	TI_bin
EPDR1	0.017864	0.029388	5.0			68.48%	1	1
EMILIN2	1.6186e-14	1.5977e-09	5.0			73.3%	1	1
GNRH1	0.15146	0.098692	5.0	30.0	0	8.16%	0	1
FBXO4	4.0093e-06	7.1084e-05	5.0			42.59%	1	1
MRPL9	0.00015633	0.051308	5.0			41.92%	1	1
C1orf167	9.1452e-34	0.15553	5.0			96.01%	2	1
RAD9A	4.0279e-06	0.0023254	5.0			43.3%	1	1
ATP4B	4.6372e-05	1.8408e-05	5.0			73.96%	1	1
LYSMD1	0.017805	0.18195	5.0			48.61%	1	1
NMUR2	0.00051924	0.42166	5.0			46.14%	1	1
IGSF8	4.6329e-11	2.2759e-06	5.0			68.18%	1	1
CXCR4	0.017804	0.42745	5.0			1.05%	0	1
IRAK4	7.8001e-09	0.00057687	5.0	30.0	0	45.48%	2	1
KIAA1191	1.1689e-06	0.0015609	5.0			60.27%	1	1
ZNF555	9.7445e-08	1.7441e-09	5.0			91.54%	2	1
ATOH1	0.017833	0.76753	5.0			10.78%	0	1
UGT2B17	9.6905e-08	0.010256	5.0			87.45%	2	1
GSDMB	3.3446e-07	1.733e-07	5.0			95.82%	2	1
PDX1	0.017775	0.52292	5.0	30.0	0	15%	0	1
TRIM72	4.632e-05	0.00053065	5.0			55.39%	1	1
RPL7L1	0.00015563	0.2015	5.0			53.38%	1	1
ARMC9	6.2032e-17	1.0302e-08	5.0			62.2%	1	1
SLCO2A1	2.2804e-13	2.2537e-09	5.0			59.42%	1	1
CXorf40A	0.59015	0.61074	5.0			86.75%	2	1
SLC22A7	4.5139e-11	3.7152e-06	5.0			57.37%	1	1
SLC16A4	9.6707e-08	0.0058352	5.0			59.99%	1	1
KIF17	3.7556e-18	3.3436e-13	5.0			56.67%	1	1
KANK3	2.734e-08	8.5338e-06	5.0			81.43%	2	1
KCNJ12	0.054242	1.4252e-05	5.0			18.82%	0	1
SLC15A2	5.4803e-20	1.5027e-10	5.0			45.86%	1	1
SOX18	0.15103	0.0	5.0			44.13%	1	1
TVP23B	0.00051742	0.42973	5.0			64.91%	1	1
ARMC12	1.1597e-06	0.0002702	5.0			61.37%	1	1
FAAH	4.4449e-11	5.9295e-07	5.0			46.71%	1	1
RP11-426L16.10	3.9563e-06	0.0	5.0				1	1
CAT	1.6263e-10	1.4798e-06	5.0			2.27%	0	1
SNX15	3.97e-06	0.00070575	5.0			57.07%	1	1
C17orf53	4.4469e-11	5.994e-08	5.0			71.66%	1	1
CNPPD1	7.6384e-09	1.6349e-05	5.0			45.2%	1	1
ITPRIPL2	0.00015396	0.018503	5.0			71.9%	1	1
C15orf41	3.2889e-07	0.015553	5.0			2.88%	0	1
TYW3	0.0016927	0.43187	5.0			52.78%	1	1
GNG12	0.58936	0.55335	5.0			25.34%	1	1
C9orf43	4.3555e-11	2.9977e-08	5.0			88.94%	2	1
C8orf58	4.5689e-05	7.2583e-07	5.0			84.03%	2	1
LILRB1	5.6502e-14	9.9109e-06	5.0			96.76%	2	1
CGA	0.34518	0.25102	5.0			22.43%	1	1
DMKN	8.3445e-13	3.4726e-09	5.0			87.74%	2	1
ATP6C	0.34533	0.0	5.0				1	1
ACSM3	1.441e-14	4.9791e-09	5.0			40.62%	1	1
ZBBX	2.9306e-21	4.3316e-11	5.0			78.06%	1	1
FAM188B2	3.2951e-07	0.0	5.0			71.24%	1	1
ZNF213	9.4572e-08	0.000112	5.0			45.24%	1	1
DCP1B	1.6028e-10	5.3211e-07	5.0			78.55%	1	1
ALOXE3	5.1284e-20	2.1632e-13	5.0			56.77%	1	1
LCN9	0.0016951	0.014872	5.0			98.78%	2	1
SAMD7	1.1415e-06	6.7801e-06	5.0			80.95%	2	1
IL5RA	2.6791e-08	0.00033226	5.0			87.3%	2	1
SLC25A10	5.8727e-10	0.0	5.0			53.61%	1	1
POLL	1.5836e-10	2.2467e-11	5.0	0.0	0	20.37%	1	1
C11orf85	0.00050954	0.0073572	5.0			77.63%	1	1
PIGC	0.0055065	0.00011018	5.0			39.82%	1	1
ZFAND4	1.1579e-11	0.0092516	5.0			35.92%	1	1
MPP4	3.418e-18	5.8764e-09	5.0			56.04%	1	1
ANAPC10	0.0055077	0.057568	5.0			8.25%	0	1
SYTL1	1.1537e-11	1.0822e-07	5.0			58.78%	1	1
QDPR	0.00015254	0.065816	5.0	30.0	Not yet evaluated	24.03%	2	1
OLFML2B	3.6491e-15	3.0204e-06	5.0			60.54%	1	1
TWIST1	0.34491	0.18203	5.0	3.0	0	5.34%	0	1
AL356356.1	0.34464	0.0	5.0				1	1
FAM153C	0.053887	0.84885	5.0			99.2%	2	1
FSHB	0.34452	0.012899	5.0	30.0	Not yet evaluated	15.77%	0	1
OSM	0.58916	0.39792	5.0			86.44%	2	1
PKHD1L1	1.3739e-109	9.1262e-65	5.0			38.17%	1	1
ENTHD1	3.2503e-07	3.6682e-06	5.0			72.72%	1	1
TRPV4	2.237e-16	7.3195e-06	5.0			17.43%	0	1
USP45	1.363e-17	8.6975e-14	5.0			45.27%	1	1
CCDC15	4.6882e-20	3.2121e-16	5.0			82.25%	2	1
C19orf12	0.34416	0.66775	5.0	30.0	0	77.08%	2	1
GHRH	0.14964	0.45531	5.0			11.05%	0	1
LGALS8	3.8769e-06	0.0001888	5.0			68.01%	1	1
NRBF2	0.00050432	0.082106	5.0			41.12%	1	1
PEF1	0.00015066	0.3235	5.0			59.1%	1	1
SMIM19	0.34399	0.32333	5.0			35.9%	1	1
TOR1A	0.00050557	0.16705	5.0			43.45%	1	1
GPR146	0.1493	0.0027941	5.0			82.27%	2	1
BROX	4.2023e-11	2.4755e-05	5.0			34.05%	1	1
SFRP2	0.0016693	0.053885	5.0			2.09%	0	1
C21orf59	1.1187e-06	0.00014136	5.0			67.63%	1	1
SPDYE3	0.00015103	0.82543	5.0			93.04%	2	1
SIGLEC8	3.2193e-07	0.00048876	5.0			99.08%	2	1
BOLA3	0.14911	0.4183	5.0			48.23%	1	1
GMPR	1.3075e-05	0.0025257	5.0			30.37%	1	1
PKP2	3.1147e-18	6.1431e-10	5.0			58.3%	1	1
PCDHB10	1.3058e-05	1.1763e-06	5.0			83.37%	2	1
POLG2	1.528e-10	2.1596e-06	5.0			46.03%	1	1
CTGF	0.00050202	0.12405	5.0			1.83%	0	1
UGGT2	1.3209e-41	1.0187e-21	5.0			42.92%	1	1
SH3BGRL3	0.149	0.7951	5.0			20.64%	1	1
HOXD4	0.0054479	0.1674	5.0			11.93%	0	1
METTL17	4.0832e-11	5.7806e-08	5.0			55.63%	1	1
C1orf65	9.042e-08	5.5598e-11	5.0				1	1
C9orf142	0.0054207	0.56979	5.0			80.43%	2	1
RIMS3	0.00014932	0.0072511	5.0			29.46%	1	1
FGFBP1	0.58794	0.001037	5.0			88.42%	2	1
RNLS	3.796e-06	1.0436e-06	5.0			40.75%	1	1
AQP5	0.053249	0.0043855	5.0			55.37%	1	1
TAMM41	1.0996e-06	0.0001846	5.0			56.56%	1	1
KRT4	5.4962e-10	0.00056604	5.0			52.19%	1	1
FMO2	3.143e-07	0.0012902	5.0	40.0	0	56.93%	2	1
TBC1D21	3.1602e-07	0.022327	5.0			54.71%	1	1
VTN	1.5014e-10	1.14e-09	5.0			27.29%	1	1
ELP6	0.00049822	0.0035079	5.0			63.79%	1	1
DSCR3	0.00014872	0.50592	5.0			53.11%	1	1
GPR183	0.017257	0.025546	5.0			47.14%	1	1
ABHD10	1.2865e-05	0.00065897	5.0			62.43%	1	1
MYH15	4.5499e-59	4.7394e-39	5.0			75.1%	1	1
MUC3A	1.4752e-10	0.0	5.0			91.94%	2	1
GPX8	0.053068	0.019066	5.0			28.61%	1	1
RHOH	0.14861	0.12328	5.0			31.04%	1	1
CDKN2AIPNL	0.34205	0.058245	5.0			32.59%	1	1
DSN1	8.8514e-08	1.7236e-06	5.0			39.3%	1	1
CRYL1	3.7186e-06	1.8675e-05	5.0			68.66%	1	1
ARSB	7.0009e-09	0.0012618	5.0			54.24%	1	1
SPATA16	1.4475e-10	1.6484e-06	5.0			26.9%	1	1
C2orf49	0.017223	0.19267	5.0			48.99%	1	1
SPTBN5	8.2224e-118	1.0901e-70	5.0			80.8%	2	1
PPM1K	0.00014736	0.045466	5.0			58.36%	1	1
FMO6P	1.2788e-05	0.3768	5.0			63.71%	1	1
ACY1	6.9169e-09	7.6918e-05	5.0			58.58%	1	1
TPGS2	0.00014656	0.00013303	5.0			38.35%	1	1
GPR108	1.8227e-13	1.6946e-08	5.0			74.19%	1	1
ACOX3	7.6016e-16	3.0316e-12	5.0			82.99%	2	1
DDRGK1	3.0689e-07	0.00014976	5.0			59.7%	1	1
ME2	3.0296e-15	1.1741e-07	5.0			21.77%	1	1
BTBD6	3.7117e-06	0.0004221	5.0			66.86%	1	1
CPN1	8.6973e-08	1.3262e-06	5.0	30.0	0	57.42%	2	1
SEC14L6	2.4606e-08	0.045916	5.0			79.35%	1	1
CCDC38	1.8346e-13	1.5668e-08	5.0			84.96%	2	1
C2orf15	0.052798	0.54325	5.0			63.21%	1	1
MRPL30	0.052798	0.54325	5.0			65.36%	1	1
PIGZ	1.2688e-05	0.00015985	5.0			74.44%	1	1
FCRL5	4.6105e-17	7.4924e-14	5.0			98.28%	2	1
PPP2R1B	3.0047e-15	2.1883e-07	5.0			17.77%	0	1
PIGB	3.8535e-11	0.00023219	5.0			50.91%	1	1
NOSIP	1.2622e-05	0.0023016	5.0			56.24%	1	1
NOX1	8.6564e-08	0.00038645	5.0			34.43%	1	1
NEFH	2.6684e-12	0.001261	5.0			24.44%	1	1
GOLPH3L	1.2615e-05	0.022107	5.0			25.24%	1	1
NARFL	1.8864e-09	1.0451e-05	5.0			74.74%	1	1
SST	0.34128	0.6655	5.0			0.7%	0	1
GMFB	0.0053339	0.32314	5.0			8.86%	0	1
MYO15B	0.00049067	0.0	5.0			68.97%	1	1
UGT1A6	3.0491e-07	0.00021788	5.0			62.93%	1	1
EVC	3.4620000000000003e-25	8.015e-08	5.0			72.76%	1	1
EVC2	1.0207e-34	1.0533e-21	5.0	30.0	0	74.81%	2	1
GPATCH2	1.0165e-11	9.66e-05	5.0			28.48%	1	1
TCERG1L	6.8376e-09	0.00022829	5.0			77.16%	1	1
DOC2B	0.017055	0.38272	5.0			61.16%	1	1
APOBEC2	0.01707	0.13201	5.0			27.39%	1	1
PLD2	4.1429e-27	8.1271e-14	5.0			36.86%	1	1
SFT2D1	0.0016186	0.35019	5.0			66.95%	1	1
AATF	2.5958e-12	1.6233e-07	5.0			1.45%	0	1
ILDR1	2.6072e-12	7.9359e-07	5.0			57.37%	1	1
ATOX1	0.58645	0.1774	5.0			40.44%	1	1
RABAC1	0.005291	0.076547	5.0			48.64%	1	1
BBS2	1.0328e-17	1.8525e-10	5.0			15.38%	0	1
ADORA3	0.0001441	0.0060573	5.0			75.65%	1	1
VWA1	0.0052878	0.0332	5.0			78.87%	1	1
CCDC42	3.6229e-06	1.6896e-05	5.0			52.78%	1	1
CPSF4L	0.0016119	0.0	5.0			79%	1	1
ZNF577	4.2594e-05	0.012941	5.0			90.36%	2	1
HOXD9	0.017004	0.4221	5.0	0.0	0	2.67%	0	1
HMGCLL1	2.9827e-07	8.7727e-07	5.0			31.99%	1	1
PCDHA6	3.6156e-11	6.1617e-08	5.0			62.4%	1	1
MFSD8	2.5375e-12	4.6681e-06	5.0	30.0	0	58.39%	2	1
KCTD6	0.016939	0.20695	5.0			22.68%	1	1
DLX4	0.016921	0.0051972	5.0			57%	1	1
SLC5A11	1.6748e-13	1.4964e-06	5.0			54.42%	1	1
MIS12	0.14672	0.020598	5.0			18.59%	0	1
KRT8	2.36e-08	5.6144e-06	5.0			13.83%	0	1
ABCA7	2.1111e-55	1.8916e-36	5.0			82.8%	2	1
MED7	0.016917	0.21574	5.0			11.31%	0	1
TCEAL1	0.58578	0.48864	5.0			69.83%	1	1
DYRK3	3.5842e-06	0.00022092	5.0			48.43%	1	1
LMBR1L	6.614e-13	2.1832e-06	5.0			15.04%	0	1
WDR93	4.0651e-17	6.2743e-15	5.0			84.74%	2	1
FSCN3	1.3467e-10	7.7633e-12	5.0			52.38%	1	1
NDUFAF3	0.0052693	4.8597e-05	5.0			47.23%	1	1
POLR3F	1.038e-06	0.0038662	5.0			14.48%	0	1
CCER1	4.1961e-05	4.8473e-07	5.0			84.57%	2	1
TRIM17	8.3141e-08	2.403e-05	5.0			79.92%	1	1
ZNF548	0.33982	0.099574	5.0			95.14%	2	1
DNAAF2	6.4811e-09	4.7882e-06	5.0			67.73%	1	1
BATF2	0.58536	0.029532	5.0			89.17%	2	1
RGPD8	2.9332e-07	0.0	5.0			81.47%	2	1
SOCS1	0.58544	0.54178	5.0			36.03%	1	1
GALNT9	0.0052407	0.59423	5.0			56.53%	1	1
SPATA5L1	3.5478e-11	4.7985e-11	5.0			63.62%	1	1
TRPM1	1.6009e-42	1.1683e-31	5.0	30.0	Not yet evaluated	57.82%	2	1
IRX1	0.0004765	0.0023107	5.0			30.53%	1	1
FAM83C	8.2423e-08	3.4924e-05	5.0			68.66%	1	1
C19orf59	0.00014188	0.0095814	5.0				1	1
AIPL1	1.222e-05	0.00011341	5.0			58.69%	1	1
GPN3	2.9029e-07	0.00010047	5.0			10.15%	0	1
GPA33	3.5516e-06	1.4971e-06	5.0			87.93%	2	1
ANKRA2	3.5443e-06	0.003505	5.0			27.95%	1	1
TCEANC	0.051926	0.096354	5.0			74.5%	1	1
RP11-371E8.4	0.016849	0.0	5.0				1	1
RP11-295D22.1	0.58464	0.0	5.0				1	1
CECR1	8.1396e-08	5.2534e-05	5.0			85.15%	2	1
SPRED2	2.8684e-07	0.00097302	5.0			17.57%	0	1
CD83	0.0052136	0.017781	5.0			72.65%	1	1
ARHGEF37	6.1367e-13	1.0824e-13	5.0			63.62%	1	1
ABCA9	9.4911e-48	1.2778e-26	5.0			75.69%	1	1
FAM194B	1.0046e-14	0.0	5.0				1	1
SUMF1	2.2828e-08	0.042578	5.0	30.0	0	29.81%	2	1
DNAJC25	1.2112e-05	0.0056206	5.0			55.27%	1	1
PMPCA	3.437e-11	0.00018605	5.0			63.32%	1	1
ADSL	8.9207e-12	0.00021258	5.0	30.0	0	4.7%	0	1
TMEM147	0.00014005	0.13795	5.0			23.73%	1	1
TTLL11	6.2403e-09	0.018232	5.0			47.74%	1	1
MINA	2.2584e-08	1.5762e-05	5.0			8.06%	0	1
MYOZ2	0.0015748	0.016735	5.0			35%	1	1
USP44	9.8051e-15	1.4612e-09	5.0			37.97%	1	1
DOK2	1.2082e-05	2.3363e-06	5.0			70.85%	1	1
CCDC127	0.00047328	0.020957	5.0			54.89%	1	1
CCDC146	1.3126e-26	3.0202e-18	5.0			58.08%	1	1
RCAN1	0.016675	0.55767	5.0	0.0	0	38.75%	1	1
ANKAR	1.02e-31	6.6124e-24	5.0			55.91%	1	1
ART4	0.0015662	0.0014518	5.0			84.1%	2	1
SDS	0.00013923	0.0054843	5.0			61.05%	1	1
TAAR6	0.016668	0.15313	5.0			69.58%	1	1
NOMO2	9.9709e-07	0.0	5.0			74.72%	1	1
PTGES3L	0.0051619	0.024744	5.0			37.62%	1	1
PNMA2	0.0015661	0.10108	5.0			76.19%	1	1
C10orf53	0.58427	0.0010688	5.0			86.14%	2	1
CAPN2	3.519e-22	1.6162e-11	5.0			39.7%	1	1
CPVL	3.3502e-11	4.0668e-07	5.0			57.61%	1	1
OCIAD1	9.9492e-07	4.7164e-06	5.0			28.6%	1	1
ME3	1.5112e-13	1.1419e-05	5.0			28.8%	1	1
VAT1L	9.9386e-07	1.8979e-05	5.0			23.43%	1	1
POLD4	0.1451	0.74504	5.0			51.12%	1	1
ABHD4	2.2197e-08	7.5062e-05	5.0			30.22%	1	1
TM4SF1	0.0015619	0.00085911	5.0			70.63%	1	1
CD7	0.05135	0.44528	5.0			93.87%	2	1
NPEPL1	9.8457e-07	1.8049e-07	5.0			56.19%	1	1
LPAR5	0.051408	0.029643	5.0			69.28%	1	1
SGPP1	0.0001389	0.50035	5.0			58.31%	1	1
ERI1	1.1866e-05	0.00045469	5.0			33.31%	1	1
ACSM1	2.2841e-15	4.3675e-09	5.0			83.72%	2	1
RP11-644F5.10	0.051295	0.03861	5.0				1	1
ITLN1	3.4119e-06	0.0048912	5.0			79.53%	1	1
ETNK2	9.808e-07	0.0071189	6.0			42.38%	1	1
MICB	4.0609e-05	0.00028438	6.0			97.5%	2	1
PRSS36	4.51e-19	4.4236e-13	6.0			69.99%	1	1
SF3B5	0.58354	0.60048	6.0			4.86%	0	1
UAP1L1	3.4123e-06	0.0011298	6.0			74.84%	1	1
DPY19L4	1.4233999999999998e-21	1.5112e-15	6.0			27.32%	1	1
TCHHL1	0.58371	2.2345e-08	6.0			90.4%	2	1
TTLL12	2.2425e-15	1.9909e-15	6.0			57.6%	1	1
GCA	0.00013787	0.00044565	6.0			33.9%	1	1
WDR72	2.733e-27	1.6224e-16	6.0	30.0	0	39.26%	2	1
MMP17	2.1964e-08	1.1474e-06	6.0			70.78%	1	1
TMEM185A	0.016569	0.040063	6.0			38.34%	1	1
VRK3	3.2374e-11	1.5741e-06	6.0			78.63%	1	1
DDX58	1.7557999999999998e-23	1.0882e-14	6.0			42.88%	1	1
PRICKLE4	4.0289e-05	7.0066e-06	6.0			71.86%	1	1
CYB5RL	3.3734e-06	4.2301e-05	6.0			62.07%	1	1
LGALS4	2.7538e-07	6.5689e-06	6.0			13.71%	0	1
PIGW	1.172e-05	5.9337e-07	6.0	30.0	0	42.97%	2	1
RAMP2	0.051127	0.003893	6.0			81.79%	2	1
BSPH1	0.016492	0.0	6.0			97.24%	2	1
GINS4	0.00013735	0.050473	6.0			32.64%	1	1
MAB21L3	9.6909e-07	0.00049022	6.0			79.77%	1	1
R3HDM4	0.00046251	0.019345	6.0			75.59%	1	1
MBOAT1	2.1535e-12	8.8445e-07	6.0			43.94%	1	1
PTCRA	0.14449	0.011395	6.0			85.33%	2	1
C5orf34	8.9961e-15	9.9133e-11	6.0			58.28%	1	1
FAM179A	1.31e-16	2.5321e-20	6.0			74.77%	1	1
LACC1	1.1655e-05	4.6354e-06	6.0			42.93%	1	1
AP1M2	2.1436e-08	0.001346	6.0			55.65%	1	1
GPR82	0.14409	0.0010185	6.0			55.45%	1	1
UQCRB	0.016423	0.20696	6.0			68.72%	1	1
GRAMD1C	5.6286999999999985e-21	8.1305e-10	6.0			49.11%	1	1
C16orf96	5.5816e-21	0.070288	6.0			93.86%	2	1
MSTO1	1.6182e-09	0.041804	6.0			78.01%	1	1
POPDC2	4.0063e-05	0.00011601	6.0			65.12%	1	1
SMYD4	8.7782e-15	2.0056e-11	6.0			66.85%	1	1
ZNF334	1.6122e-09	4.0883e-08	6.0			88.02%	2	1
LRRC38	0.14423	0.0	6.0			51.16%	1	1
RP11-529K1.3	1.1648e-05	0.0	6.0				1	1
ALDH16A1	2.3658e-20	1.3519e-07	6.0			73.62%	1	1
CXorf38	0.00013652	0.0051636	6.0			58.62%	1	1
MOB3B	0.016386	0.030378	6.0			18.04%	0	1
ARPC4-TTLL3	1.3565e-13	1.3747e-12	6.0			22.86%	1	1
IDI1	3.9769e-05	0.00205	6.0			69.3%	1	1
NTMT1	0.050783	0.40245	6.0			44.54%	1	1
TTLL6	9.7742e-20	7.4886e-08	6.0			79.67%	1	1
USHBP1	2.9968e-17	3.2784e-13	6.0			86.6%	2	1
PANX3	3.9672e-05	0.0018812	6.0			51.75%	1	1
ART5	0.00045797	0.017226	6.0			50.85%	1	1
DRAM2	0.0001357	0.0013959	6.0			29.97%	1	1
PTGR2	2.7131e-07	7.2025e-07	6.0			36.39%	1	1
ADAP2	4.2394e-10	3.9827e-05	6.0			26.53%	1	1
C11orf21	0.016355	0.0	6.0			98.55%	2	1
ANXA13	4.2441e-10	0.0072565	6.0			34.14%	1	1
TMEM232	7.9307e-12	0.0	6.0			77.61%	1	1
PCID2	5.2663e-13	6.365e-09	6.0			36.95%	1	1
SLC17A4	1.5714e-09	6.3342e-06	6.0			88.38%	2	1
IDO1	3.3013e-06	1.4176e-05	6.0			72.86%	1	1
MITD1	1.1445e-05	0.0017079	6.0			39.62%	1	1
TJP3	6.7101e-23	2.2043e-21	6.0			80.45%	2	1
MAN2C1	2.7689000000000003e-29	2.9418000000000003e-25	6.0			40.36%	1	1
PNPLA7	5.3653e-37	6.2282e-27	6.0			74.4%	1	1
DPH6	1.1419e-05	0.0024686	6.0			17.78%	0	1
AP1S3	0.016298	0.16745	6.0			29.01%	1	1
TMEM136	0.0050232	0.034872	6.0			23.4%	1	1
MMD	0.0001344	0.013645	6.0			4.77%	0	1
ZNF782	4.215e-10	4.9296e-05	6.0			86.98%	2	1
FAM198B	5.6948e-09	2.4958e-06	6.0			41.26%	1	1
CHRNA1	2.0681e-08	8.7956e-06	6.0			22.86%	1	1
FZD6	2.0034e-12	8.0277e-08	6.0			32.67%	1	1
FAM228A	0.016302	0.00040974	6.0			94.4%	2	1
SUOX	9.399e-07	0.0020848	6.0			49.58%	1	1
GUCY2C	1.3919e-30	1.7752e-18	6.0	0.0	0	27.06%	1	1
SPATA5	9.0776e-20	4.6481e-10	6.0			58.77%	1	1
ATG16L2	4.6874e-16	8.9424e-09	6.0			58.21%	1	1
DMBT1	4.476e-63	7.355199999999999e-32	6.0			82.3%	2	1
PNMT	0.0050065	0.00075382	6.0			38.65%	1	1
NPY	0.14294	0.58819	6.0			2.05%	0	1
RBPJL	2.9189e-11	1.8937e-11	6.0			22.01%	1	1
TRIM45	2.061e-08	1.4483e-06	6.0			62.84%	1	1
TNNC2	0.01624	0.54715	6.0			42.29%	1	1
NGDN	2.0427e-08	6.8442e-07	6.0			5.46%	0	1
SMUG1	0.00045154	0.0012301	6.0			28.72%	1	1
UGT1A1	3.2577e-06	6.9557e-05	6.0			77.45%	1	1
CEP55	1.964e-12	1.3007e-07	6.0			30.24%	1	1
PEX11B	0.00013346	0.00051074	6.0	30.0	0	35.29%	2	1
DFFB	1.1349e-05	5.0862e-05	6.0			76.09%	1	1
SYNE3	1.7571e-25	2.9458e-15	6.0			73.42%	1	1
RLBP1	1.1303e-05	5.4112e-05	6.0			33.98%	1	1
ANKRD35	1.6568e-25	4.6764e-13	6.0			47.52%	1	1
NEIL3	1.522e-09	3.5483e-07	6.0			48.63%	1	1
EEF2K	8.3628e-20	8.3383e-11	6.0			39.58%	1	1
ABCB8	1.9164e-15	4.5959e-06	6.0			59.3%	1	1
PTCD3	2.487e-22	1.0256e-06	6.0			63.82%	1	1
CYP27C1	9.2035e-07	0.00018457	6.0			74.91%	1	1
C5orf15	0.050281	0.016	6.0			73.1%	1	1
ACE	1.0344e-37	4.6328e-18	6.0			3.56%	0	1
MYH1	1.3645e-56	1.2939e-29	6.0			15.1%	0	1
CDK5RAP3	7.6348e-15	2.8654e-12	6.0			32.06%	1	1
PTTG1IP	0.0049827	0.26625	6.0			80.07%	2	1
TMEM208	0.0015059	0.42487	6.0			15.27%	0	1
LOR	0.33454	0.17948	6.0			60.04%	1	1
EXTL1	7.3142e-12	1.179e-12	6.0			67.22%	1	1
NDOR1	4.8084e-13	2.6077e-05	6.0			77.44%	1	1
FBXO40	5.5318e-09	3.642e-08	6.0			42.03%	1	1
CLDN19	0.0049681	0.17557	6.0			48.37%	1	1
YAE1D1	0.001499	0.12567	6.0			60.33%	1	1
NHP2	0.05011	0.034262	6.0	30.0	0	32.86%	2	1
ALS2CL	4.297000000000001e-28	2.7298e-18	6.0			72.41%	1	1
OR11L1	0.050098	0.01948	6.0			82.68%	2	1
PTRF	0.0049657	0.020881	6.0			20.02%	1	1
ACOT11	1.0844e-16	1.3334e-10	6.0			54.52%	1	1
SLFNL1	3.8491e-05	0.00010897	6.0			74.55%	1	1
DPAGT1	1.117e-05	0.00018752	6.0	30.0	0	14.87%	0	1
CDX1	0.14253	0.7026	6.0			40.74%	1	1
MOCS1	9.1165e-07	0.00096983	6.0			46.83%	1	1
QTRT1	2.5932e-07	0.00022325	6.0			48.26%	1	1
MZF1	1.0667e-10	1.8149e-06	6.0			74.62%	1	1
FCGR1A	0.00013116	0.97163	6.0			84.73%	2	1
CHCHD5	0.049956	0.033641	6.0			74.98%	1	1
ACTR6	5.4629e-09	0.0046859	6.0			7.31%	0	1
AIFM2	1.1064e-05	1.4122e-07	6.0			44.1%	1	1
RHO	0.00013108	0.00055653	6.0			2.44%	0	1
GPC5	3.9864e-10	1.9911e-05	6.0	0.0	0	10.35%	0	1
LACTBL1	0.0014956	0.0	6.0			46.08%	1	1
CCDC62	4.3887e-16	1.4353e-12	6.0			69.95%	1	1
FRK	1.8071e-12	6.5937e-10	6.0			43.49%	1	1
TRPV1	1.0103e-16	5.6385e-14	6.0			29.23%	1	1
ZNF559-ZNF177	0.00044299	0.0	6.0			89.56%	2	1
OSGEP	7.0838e-08	1.7972e-05	6.0			24.22%	1	1
CCL15	0.3333	0.076708	6.0			99.54%	2	1
SHPK	1.0103e-16	0.0	6.0			59.91%	1	1
RGS18	0.0014903	0.090828	6.0			30.6%	1	1
THY1	0.049895	0.16414	6.0			35.96%	1	1
FUT10	5.4119e-09	3.0792e-07	6.0			67.3%	1	1
LRRC6	1.0409e-10	8.2973e-08	6.0	30.0	Not yet evaluated	66.48%	2	1
DOHH	0.015986	0.020102	6.0			69.02%	1	1
ARSK	3.9395e-10	0.0046142	6.0			68.13%	1	1
GC	2.7301e-11	5.7752e-06	6.0			57.25%	1	1
XCR1	0.016001	0.097854	6.0			72.71%	1	1
IGSF6	0.0014791	0.072555	6.0			84.71%	2	1
ACAD10	1.0177000000000001e-30	4.0146e-20	6.0			71.16%	1	1
PSMC3IP	3.7819e-05	0.00019255	6.0			20.83%	1	1
TEKT1	8.9486e-07	0.00010897	6.0			66.74%	1	1
PIRT	0.5802	0.15038	6.0			20.46%	1	1
SMPD1	3.8932e-10	4.2047e-07	6.0			21.07%	1	1
RFX8	5.3224e-09	0.37928	6.0			69.42%	1	1
SLC35E4	0.015961	0.032253	6.0			70.39%	1	1
TAF13	0.015944	0.01985	6.0	1.0	0	18.12%	0	1
BTN1A1	1.9496e-08	1.1409e-09	6.0			80.28%	2	1
NIT1	8.9425e-07	0.00086152	6.0			36.84%	1	1
SPIDR	2.3847e-17	1.0713e-14	6.0			78.98%	1	1
C5orf51	3.109e-06	0.0038889	6.0			38.03%	1	1
ERCC2	7.0654e-20	3.1416e-13	6.0	30.0	Not yet evaluated	16.33%	0	1
CD151	1.0841e-05	0.0016431	6.0			37.28%	1	1
MTMR11	4.7707e-23	7.3257e-13	6.0			38.92%	1	1
CDKL1	2.5004e-07	3.6034e-05	6.0			48.69%	1	1
CLIC2	0.049547	0.49326	6.0			37.35%	1	1
RWDD3	0.0014761	1.5212e-06	6.0			70.01%	1	1
RHOD	0.015921	0.20324	6.0			68.1%	1	1
WDR64	4.9565e-32	4.9049e-15	6.0			49.6%	1	1
TBC1D26	1.086e-05	0.86149	6.0			96.17%	2	1
SLC37A3	1.124e-13	7.1634e-08	6.0			72.03%	1	1
GRK4	1.6286e-15	5.6904e-07	6.0			77.79%	1	1
NHLH2	0.57964	0.53746	6.0			24.41%	1	1
CCDC172	3.7344e-05	0.0083296	6.0			41.42%	1	1
ACOT12	2.7282e-14	1.286e-11	6.0			60.8%	1	1
AQP6	0.015875	0.21143	6.0			68.48%	1	1
NTSR2	0.0048692	2.5259e-05	6.0			78.7%	1	1
CCDC3	0.0048709	0.00082191	6.0			44.39%	1	1
USH1G	3.7481e-05	0.0010862	6.0	30.0	0	45.67%	2	1
RPUSD2	8.8012e-07	0.00010517	6.0			58.73%	1	1
